Category,language_code,ISO_639,Num_Words,Num_Sources,Num_Sections,Num_Images,Page_Views,Edits_30_Days,Num_Links_to_Wikipedia,URL,Original_Topic,date,language
Public Health,ar,arq,1833,1,2,23,109,0,77,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A5%D8%BA%D9%84%D8%A7%D9%82%D8%A7%D8%AA_%D8%A8%D8%B3%D8%A8%D8%A8_%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-19,COVID-19_lockdowns,4/6/2020,Arabic
Public Health,ar,arq,803,8,8,5,15,0,35,https://ar.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%D9%8A%D8%A7%D8%AA_%D8%A5%D8%BA%D9%84%D8%A7%D9%82_%D9%83%D9%88%D9%81%D9%8A%D8%AF-19_%D9%85%D9%86_%D9%82%D8%A8%D9%84_%D8%A7%D9%84%D8%AF%D9%88%D9%84,COVID-19_lockdowns_by_country,25/12/2022,Arabic
Biodiversity Conservation,ar,arq,2209,36,9,13,77,0,86,https://ar.wikipedia.org/wiki/%D8%AA%D9%86%D9%88%D8%B9_%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D8%B5%D9%8A%D9%84,Crop_diversity,17/9/2018,Arabic
Biodiversity Conservation,ar,arq,673,4,7,4,8,0,159,https://ar.wikipedia.org/wiki/%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A9_%D8%B9%D8%A7%D8%A8%D8%B1%D8%A9_%D9%84%D9%84%D8%AD%D8%AF%D9%88%D8%AF,Cross-boundary_subsidy,4/11/2020,Arabic
Public Health,ar,arq,1060,32,8,6,33,0,51,https://ar.wikipedia.org/wiki/%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9_%D8%A7%D9%84%D9%85%D9%88%D8%AA%D9%89,Deathcare,30/12/2022,Arabic
Biodiversity Conservation,ar,arq,1021,15,5,9,15,0,63,https://ar.wikipedia.org/wiki/%D8%A7%D9%86%D8%AE%D9%81%D8%A7%D8%B6_%D8%AA%D8%B9%D8%AF%D8%A7%D8%AF_%D8%A7%D9%84%D8%A8%D8%B1%D9%85%D8%A7%D8%A6%D9%8A%D8%A7%D8%AA,Decline_in_amphibian_populations,2/5/2020,Arabic
Biodiversity Conservation,ar,arq,803,0,5,7,21,0,8,https://ar.wikipedia.org/wiki/%D8%A7%D9%86%D8%AE%D9%81%D8%A7%D8%B6_%D8%A3%D8%B9%D8%AF%D8%A7%D8%AF_%D8%A7%D9%84%D8%AD%D8%B4%D8%B1%D8%A7%D8%AA,Decline_in_insect_populations,8/4/2020,Arabic
Biodiversity Conservation,ar,arq,725,18,6,5,21,0,20,https://ar.wikipedia.org/wiki/%D9%81%D9%86%D8%A7%D8%A1_(%D8%B9%D9%84%D9%85_%D8%A7%D9%84%D8%A3%D8%AD%D9%8A%D8%A7%D8%A1),Defaunation,10/11/2019,Arabic
Climate Change,ar,arq,1001,12,10,2,103,0,36,https://ar.wikipedia.org/wiki/%D8%A5%D8%B2%D8%A7%D9%84%D8%A9_%D8%A7%D9%84%D8%BA%D8%A7%D8%A8%D8%A7%D8%AA_%D9%88%D8%AA%D8%BA%D9%8A%D8%B1_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%AE,Deforestation_and_climate_change,4/11/2019,Arabic
Public Health,ar,arq,1164,1,9,7,58,0,12,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9_%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9_%D9%84%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86,Dental_public_health,30/4/2021,Arabic
Public Health,ar,arq,181,1,2,3,22,0,10,https://ar.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A1_%D8%A7%D9%84%D9%85%D8%B1%D8%B6,Disease_burden,8/11/2010,Arabic
Public Health,ar,arq,610,2,5,4,26,0,14,https://ar.wikipedia.org/wiki/%D8%A3%D9%85%D8%B1%D8%A7%D8%B6_%D8%A7%D9%84%D9%8A%D8%A3%D8%B3,Disease_of_despair,29/8/2020,Arabic
Public Health,ar,arq,1480,12,12,12,108,0,110,https://ar.wikipedia.org/wiki/%D8%A3%D9%85%D8%B1%D8%A7%D8%B6_%D8%A7%D9%84%D9%81%D9%82%D8%B1,Diseases_of_poverty,4/10/2010,Arabic
Public Health,ar,arq,785,9,10,3,155,0,11,https://ar.wikipedia.org/wiki/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A7%D9%87_%D8%A7%D9%84%D8%B5%D8%AD%D8%A9_%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9,Doctor_of_Public_Health,7/1/2022,Arabic
Public Health,ar,arq,849,5,6,8,27,0,31,https://ar.wikipedia.org/wiki/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9_%D8%A7%D9%84%D9%85%D8%AE%D8%AF%D8%B1%D8%A7%D8%AA,Drug_policy,30/10/2022,Arabic
Biodiversity Conservation,ar,arq,745,15,6,3,17,0,161,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A2%D8%AB%D8%A7%D8%B1_%D8%A7%D9%84%D8%A8%D9%8A%D8%A6%D9%8A%D8%A9_%D9%84%D9%84%D8%AA%D9%86%D9%88%D8%B9_%D8%A7%D9%84%D8%AD%D9%8A%D9%88%D9%8A,Ecological_effects_of_biodiversity,7/11/2019,Arabic
Biodiversity Conservation,ar,arq,196,3,2,4,7,0,24,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B3%D9%84%D8%B9_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA_%D8%A7%D9%84%D8%A8%D9%8A%D8%A6%D9%8A%D8%A9,Ecological_goods_and_services,3/11/2019,Arabic
Climate Change,ar,arq,1020,23,5,5,13,0,99,https://ar.wikipedia.org/wiki/%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%D9%8A%D8%A7%D8%AA_%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D8%B1_%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A,Economic_analysis_of_climate_change,5/12/2011,Arabic
Public Health,ar,arq,486,15,3,3,10,0,12,https://ar.wikipedia.org/wiki/%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF_%D8%A7%D9%84%D9%84%D9%82%D8%A7%D8%AD%D8%A7%D8%AA,Economics_of_vaccines,1/9/2020,Arabic
Biodiversity Conservation,ar,arq,438,10,5,6,78,0,173,https://ar.wikipedia.org/wiki/%D8%AA%D9%86%D9%88%D8%B9_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85_%D8%A7%D9%84%D8%A8%D9%8A%D8%A6%D9%8A,Ecosystem_diversity,28/3/2020,Arabic
Public Health,ar,arq,1070,35,4,2,18,0,29,https://ar.wikipedia.org/wiki/%D8%B5%D8%AD%D8%A9_%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85_%D8%A7%D9%84%D8%A8%D9%8A%D8%A6%D9%8A,Ecosystem_health,4/1/2019,Arabic
Biodiversity Conservation,ar,arq,824,20,6,7,52,0,117,https://ar.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D8%AA%D8%BA%D9%8A%D8%B1_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%AE_%D8%B9%D9%84%D9%89_%D8%A7%D9%84%D8%AA%D9%86%D9%88%D8%B9_%D8%A7%D9%84%D9%86%D8%A8%D8%A7%D8%AA%D9%8A,Effects_of_climate_change_on_plant_biodiversity,16/11/2019,Arabic
Biodiversity Conservation,ar,arq,2388,3,13,42,NA,1,215,https://ar.wikipedia.org/wiki/%D8%A3%D9%86%D9%88%D8%A7%D8%B9_%D9%85%D9%87%D8%AF%D8%AF%D8%A9_%D8%A8%D8%A7%D9%84%D8%A7%D9%86%D9%82%D8%B1%D8%A7%D8%B6,Endangered_species,21/5/2006,Arabic
Biodiversity Conservation,ar,arq,309,3,1,7,103,0,26,https://ar.wikipedia.org/wiki/%D8%AA%D9%88%D8%B7%D9%86,Endemism,27/6/2010,Arabic
Public Health,ar,arq,82,1,1,5,33,0,44,https://ar.wikipedia.org/wiki/%D8%AE%D8%B7%D8%B1_%D8%A8%D9%8A%D8%A6%D9%8A,Environmental_hazard,12/11/2010,Arabic
Biodiversity Conservation,ar,arq,710,13,5,6,21,0,23,https://ar.wikipedia.org/wiki/%D9%82%D8%B6%D8%A7%D9%8A%D8%A7_%D8%A8%D9%8A%D8%A6%D9%8A%D8%A9_%D9%85%D8%AA%D8%B9%D9%84%D9%82%D8%A9_%D8%A8%D8%A7%D9%84%D8%B4%D8%B9%D8%A7%D8%A8_%D8%A7%D9%84%D9%85%D8%B1%D8%AC%D8%A7%D9%86%D9%8A%D8%A9,Environmental_issues_with_coral_reefs,3/3/2020,Arabic
Biodiversity Conservation,ar,arq,113,3,3,5,17,0,6,https://ar.wikipedia.org/wiki/%D8%A5%D8%B4%D8%B1%D8%A7%D9%81_%D8%A8%D9%8A%D8%A6%D9%8A,Environmental_stewardship,3/5/2013,Arabic
Public Health,ar,arq,33,2,2,12,30,0,194,https://ar.wikipedia.org/wiki/%D8%B9%D9%84%D9%85_%D8%A7%D9%84%D8%B1%D9%81%D8%A7%D9%87%D9%8A%D8%A9,Euthenics,20/1/2013,Arabic
Biodiversity Conservation,ar,arq,4552,18,17,30,NA,0,420,https://ar.wikipedia.org/wiki/%D8%A7%D9%86%D9%82%D8%B1%D8%A7%D8%B6,Extinction,11/3/2007,Arabic
Biodiversity Conservation,ar,arq,1149,18,10,12,10,0,119,https://ar.wikipedia.org/wiki/%D8%AE%D8%B7%D8%B1_%D8%A7%D9%84%D8%A7%D9%86%D9%82%D8%B1%D8%A7%D8%B6_%D8%A8%D8%B3%D8%A8%D8%A8_%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%A8%D8%A7%D8%B3_%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D8%B1%D9%8A,Extinction_risk_from_climate_change,25/2/2020,Arabic
Public Health,ar,arq,1593,0,6,6,19,0,18,https://ar.wikipedia.org/wiki/%D8%B6%D8%B1%D9%8A%D8%A8%D8%A9_%D8%A7%D9%84%D8%AF%D9%87%D9%88%D9%86,Fat_tax,15/5/2019,Arabic
Climate Change,ar,arq,70,3,1,8,6,0,12,https://ar.wikipedia.org/wiki/%D8%B9%D8%A7%D8%B1_%D8%A7%D9%84%D8%B7%D9%8A%D8%B1%D8%A7%D9%86,Flight_shame,1/6/2024,Arabic
Biodiversity Conservation,ar,arq,851,10,10,3,17,0,49,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AA%D9%86%D9%88%D8%B9_%D8%A7%D9%84%D8%AD%D9%8A%D9%88%D9%8A_%D8%A7%D9%84%D8%BA%D8%B0%D8%A7%D8%A6%D9%8A,Food_biodiversity,15/9/2018,Arabic
Biodiversity Conservation,ar,arq,144,7,2,347,17,0,184,https://ar.wikipedia.org/wiki/%D9%85%D8%A4%D8%B4%D8%B1_%D8%B3%D9%84%D8%A7%D9%85%D8%A9_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B8%D8%B1_%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%B9%D9%8A%D8%A9_%D9%84%D9%84%D8%BA%D8%A7%D8%A8%D8%A7%D8%AA,Forest_Landscape_Integrity_Index,7/9/2022,Arabic
Public Health,ar,arq,363,4,3,5,8,0,10,https://ar.wikipedia.org/wiki/%D8%A3%D8%B1%D8%A8%D8%B9_%D8%AE%D8%B7%D9%88%D8%A7%D8%AA_%D9%84%D8%AA%D9%82%D9%8A%D9%8A%D9%85_%D8%A7%D9%84%D8%A3%D8%AB%D8%B1,Four-step_impact_assessment,15/1/2021,Arabic
Biodiversity Conservation,ar,arq,285,4,2,7,10,0,11,https://ar.wikipedia.org/wiki/%D8%AA%D9%82%D8%B1%D9%8A%D8%B1_%D8%AE%D9%85%D8%B3%D9%8A%D9%86_%D8%B7%D8%B9%D8%A7%D9%85_%D9%84%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84,Future_50_Foods_report,28/4/2020,Arabic
Climate Change,ar,arq,731,9,6,8,16,0,25,https://ar.wikipedia.org/wiki/%D9%86%D9%85%D9%88%D8%B0%D8%AC_%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D8%A7%D9%86_%D8%A7%D9%84%D8%B9%D8%A7%D9%85,General_circulation_model,27/5/2020,Arabic
Biodiversity Conservation,ar,arq,441,4,5,5,95,0,42,https://ar.wikipedia.org/wiki/%D8%AA%D9%86%D9%88%D8%B9_%D8%AC%D9%8A%D9%86%D9%8A,Genetic_diversity,2/12/2009,Arabic
Biodiversity Conservation,ar,arq,50,1,3,9,10,0,11,https://ar.wikipedia.org/wiki/%D9%85%D9%88%D8%A7%D8%B1%D8%AF_%D9%88%D8%B1%D8%A7%D8%AB%D9%8A%D8%A9,Genetic_resources,28/4/2024,Arabic
Biodiversity Conservation,ar,arq,218,2,3,6,12,0,7,https://ar.wikipedia.org/wiki/%D8%AA%D9%86%D9%88%D8%B9_%D8%AC%D9%8A%D9%88%D9%84%D9%88%D8%AC%D9%8A,Geodiversity,18/6/2013,Arabic
Public Health,ar,arq,1115,8,6,5,16,0,6,https://ar.wikipedia.org/wiki/%D8%A3%D9%86%D8%B8%D9%85%D8%A9_%D8%A7%D9%84%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA_%D8%A7%D9%84%D8%AC%D8%BA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9_%D9%88%D8%A7%D9%84%D8%B5%D8%AD%D8%A9_%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9,GIS_and_public_health,2/12/2019,Arabic
Biodiversity Conservation,ar,arq,99,6,2,31,59,0,27,https://ar.wikipedia.org/wiki/%D9%85%D8%B1%D9%81%D9%82_%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA_%D8%A7%D9%84%D8%AA%D9%86%D9%88%D8%B9_%D8%A7%D9%84%D8%AD%D9%8A%D9%88%D9%8A_%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A,Global_Biodiversity_Information_Facility,14/4/2016,Arabic
Climate Change,ar,arq,596,7,1,9,14,0,11,https://ar.wikipedia.org/wiki/%D9%85%D8%B4%D8%B1%D9%88%D8%B9_%D8%A7%D9%84%D9%83%D8%B1%D8%A8%D9%88%D9%86_%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A,Global_Carbon_Project,7/2/2022,Arabic
Climate Change,ar,arq,524,10,4,8,44,0,21,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AA%D8%BA%D9%8A%D8%B1_%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A,Global_change,8/12/2020,Arabic
Climate Change,ar,arq,1014,14,9,6,44,0,105,https://ar.wikipedia.org/wiki/%D8%AA%D8%A8%D8%B1%D9%8A%D8%AF_%D8%B9%D8%A7%D9%84%D9%85%D9%8A,Global_cooling,21/8/2014,Arabic
Climate Change,ar,arq,2482,53,11,10,43,0,300,https://ar.wikipedia.org/wiki/%D8%A5%D8%B9%D8%AA%D8%A7%D9%85_%D8%B9%D8%A7%D9%84%D9%85%D9%8A,Global_dimming,9/12/2010,Arabic
Public Health,ar,arq,322,6,5,8,55,0,770,https://ar.wikipedia.org/wiki/%D9%85%D8%A4%D8%B4%D8%B1_%D8%A7%D9%84%D8%A3%D9%85%D9%86_%D8%A7%D9%84%D8%B5%D8%AD%D9%8A_%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A,Global_Health_Security_Index,10/4/2020,Arabic
Public Health,ar,arq,531,22,9,3,11,0,32,https://ar.wikipedia.org/wiki/%D9%85%D8%B9%D8%B1%D9%81_%D9%85%D9%8A%D9%83%D8%B1%D9%88%D8%A8%D9%8A_%D8%B9%D8%A7%D9%84%D9%85%D9%8A,Global_microbial_identifier,30/4/2013,Arabic
Climate Change,ar,arq,976,30,5,6,9,0,76,https://ar.wikipedia.org/wiki/%D8%AA%D9%87%D8%AF%D8%A6%D8%A9_%D8%A3%D8%B1%D8%B6%D9%8A%D8%A9_%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9,Global_terrestrial_stilling,24/2/2020,Arabic
Climate Change,ar,arq,1014,27,5,3,7,0,13,https://ar.wikipedia.org/wiki/%D8%AB%D8%BA%D8%B1%D8%A9_%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%A8%D8%A7%D8%B3_%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D8%B1%D9%8A,Global_warming_hiatus,13/12/2019,Arabic
Biodiversity Conservation,ar,arq,1402,39,13,3,47,0,33,https://ar.wikipedia.org/wiki/%D8%A8%D9%86%D9%8A%D8%A9_%D8%AA%D8%AD%D8%AA%D9%8A%D8%A9_%D8%AE%D8%B6%D8%B1%D8%A7%D8%A1,Green_infrastructure,6/11/2019,Arabic
Climate Change,ar,arq,4747,115,33,24,283,0,227,https://ar.wikipedia.org/wiki/%D8%A7%D9%86%D8%A8%D8%B9%D8%A7%D8%AB%D8%A7%D8%AA_%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA_%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%A8%D8%A7%D8%B3_%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D8%B1%D9%8A,Greenhouse_gas_emissions,6/8/2022,Arabic
Biodiversity Conservation,ar,arq,4642,68,16,41,110,0,455,https://ar.wikipedia.org/wiki/%D8%AA%D8%AF%D9%85%D9%8A%D8%B1_%D8%A7%D9%84%D8%A8%D9%8A%D8%A6%D8%A9,Habitat_destruction,3/2/2011,Arabic
Biodiversity Conservation,ar,arq,652,9,7,10,28,0,238,https://ar.wikipedia.org/wiki/%D8%AA%D8%AC%D8%B2%D8%A4_%D8%A7%D9%84%D9%85%D9%88%D8%B7%D9%86,Habitat_fragmentation,16/9/2012,Arabic
Public Health,ar,arq,1074,19,6,6,37,0,34,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AD%D8%AF_%D9%85%D9%86_%D8%A7%D9%84%D8%B6%D8%B1%D8%B1,Harm_reduction,28/11/2019,Arabic
Public Health,ar,arq,451,8,7,7,738,0,87,https://ar.wikipedia.org/wiki/%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9_%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%8A%D8%A7%D8%AA,Health_administration,13/9/2012,Arabic
Public Health,ar,arq,900,11,11,27,995,0,365,https://ar.wikipedia.org/wiki/%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9_%D8%B5%D8%AD%D9%8A%D8%A9,Health_care,13/9/2008,Arabic
Public Health,ar,arq,732,2,4,4,16,0,11,https://ar.wikipedia.org/wiki/%D8%A5%D8%B5%D9%84%D8%A7%D8%AD_%D8%A7%D9%84%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9_%D8%A7%D9%84%D8%B5%D8%AD%D9%8A%D8%A9,Health_care_reform,11/4/2020,Arabic
Public Health,ar,arq,93,35,5,7,122,0,20,https://ar.wikipedia.org/wiki/%D8%A3%D8%B2%D9%85%D8%A9_%D8%B5%D8%AD%D9%8A%D8%A9,Health_crisis,8/5/2017,Arabic
Public Health,ar,arq,260,5,2,10,209,0,106,https://ar.wikipedia.org/wiki/%D8%AA%D8%AB%D9%82%D9%8A%D9%81_%D8%B5%D8%AD%D9%8A,Health_education,16/12/2016,Arabic
Public Health,ar,arq,827,5,5,10,26,0,262,https://ar.wikipedia.org/wiki/%D8%AA%D9%81%D8%A7%D9%88%D8%AA_%D8%A7%D9%84%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9_%D8%A7%D9%84%D8%B5%D8%AD%D9%8A%D8%A9,Health_equity,25/10/2010,Arabic
Public Health,ar,arq,78,1,3,2,17,0,12,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9_%D9%84%D9%84%D8%AC%D9%85%D9%8A%D8%B9,Health_For_All,19/9/2015,Arabic
Public Health,ar,arq,438,7,5,4,21,0,11,https://ar.wikipedia.org/wiki/%D8%AA%D9%82%D9%8A%D9%8A%D9%85_%D8%A7%D9%84%D8%A3%D8%AB%D8%B1_%D8%A7%D9%84%D8%B5%D8%AD%D9%8A,Health_impact_assessment,2/7/2021,Arabic
Public Health,ar,arq,374,3,7,12,860,1,271,https://ar.wikipedia.org/wiki/%D8%AA%D8%A3%D9%85%D9%8A%D9%86_%D8%B5%D8%AD%D9%8A,Health_insurance,30/12/2012,Arabic
Public Health,ar,arq,2555,75,12,4,16,0,24,https://ar.wikipedia.org/wiki/%D9%88%D9%84%D8%A7%D9%8A%D8%A9_%D8%A7%D9%84%D8%AA%D8%A3%D9%85%D9%8A%D9%86_%D8%A7%D9%84%D8%B5%D8%AD%D9%8A,Health_insurance_mandate,2/8/2019,Arabic
Public Health,ar,arq,1401,3,9,18,125,0,156,https://ar.wikipedia.org/wiki/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9_%D8%B5%D8%AD%D9%8A%D8%A9,Health_policy,30/11/2014,Arabic
Public Health,ar,arq,896,18,12,3,22,0,14,https://ar.wikipedia.org/wiki/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A7%D8%AA_%D8%B5%D8%AD%D9%8A%D8%A9,Health_politics,3/5/2022,Arabic
Public Health,ar,arq,979,10,9,2,141,0,24,https://ar.wikipedia.org/wiki/%D8%A3%D9%85%D9%86_%D8%B5%D8%AD%D9%8A,Health_security,14/8/2020,Arabic
Public Health,ar,arq,118,5,1,6,7,0,4,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AD%D8%B1%D8%AC_%D8%A7%D9%84%D9%85%D8%AA%D8%B9%D9%84%D9%82_%D8%A8%D8%A7%D9%84%D8%B5%D8%AD%D8%A9,Health-related_embarrassment,13/11/2019,Arabic
Public Health,ar,arq,862,16,3,8,43,0,48,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9_%D8%A7%D9%84%D8%B5%D8%AD%D9%8A%D8%A9_%D9%84%D9%85%D8%AC%D8%AA%D9%85%D8%B9_%D8%A7%D9%84%D9%85%D9%8A%D9%85,Healthcare_and_the_LGBT_community,23/12/2020,Arabic
Public Health,ar,arq,286,9,5,4,81,0,83,https://ar.wikipedia.org/wiki/%D9%85%D8%AF%D9%8A%D9%86%D8%A9_%D8%B5%D8%AD%D9%8A%D8%A9,Healthy_city,2/9/2012,Arabic
Climate Change,ar,arq,929,14,3,11,51,0,161,https://ar.wikipedia.org/wiki/%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE_%D8%B9%D9%84%D9%85_%D8%A7%D9%84%D8%AA%D8%BA%D9%8A%D8%B1_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%AE%D9%8A,History_of_climate_change_science,31/12/2019,Arabic
Biodiversity Conservation,ar,arq,1095,51,8,6,49,0,36,https://ar.wikipedia.org/wiki/%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9_%D8%B4%D8%A7%D9%85%D9%84%D8%A9_(%D8%B2%D8%B1%D8%A7%D8%B9%D8%A9),Holistic_management_(agriculture),13/5/2022,Arabic
Biodiversity Conservation,ar,arq,37,4,1,7,7,0,12,https://ar.wikipedia.org/wiki/%D9%85%D8%A4%D8%B4%D8%B1_%D9%82%D9%8A%D9%85%D8%A9_%D8%A7%D9%84%D8%A3%D9%87%D9%85%D9%8A%D8%A9_(%D8%B9%D9%84%D9%85_%D8%A7%D9%84%D8%A8%D9%8A%D8%A6%D8%A9),Importance_Value_Index,23/5/2023,Arabic
Public Health,ar,arq,1106,26,8,8,73,0,146,https://ar.wikipedia.org/wiki/%D9%85%D8%B9%D8%AF%D9%84_%D9%88%D9%81%D9%8A%D8%A7%D8%AA_%D8%A7%D9%84%D8%B1%D8%B6%D8%B9,Infant_mortality,23/12/2012,Arabic
Public Health,ar,arq,670,0,8,4,16,0,71,https://ar.wikipedia.org/wiki/%D9%88%D9%82%D8%A7%D9%8A%D8%A9_%D9%85%D9%86_%D8%A7%D9%84%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA,Injury_prevention,1/12/2010,Arabic
Biodiversity Conservation,ar,arq,111,2,4,19,16,0,178,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%8A%D9%88%D9%85_%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A_%D9%84%D9%84%D8%AA%D9%86%D9%88%D8%B9_%D8%A7%D9%84%D8%A3%D8%AD%D9%8A%D8%A7%D8%A6%D9%8A,International_Day_for_Biological_Diversity,22/5/2010,Arabic
Biodiversity Conservation,ar,arq,1102,23,6,10,28,0,47,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D9%87%D8%AF%D8%A9_%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9_%D8%A8%D8%B4%D8%A3%D9%86_%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%B1%D8%AF_%D8%A7%D9%84%D9%88%D8%B1%D8%A7%D8%AB%D9%8A%D8%A9_%D8%A7%D9%84%D9%86%D8%A8%D8%A7%D8%AA%D9%8A%D8%A9_%D9%84%D9%84%D8%A3%D8%BA%D8%B0%D9%8A%D8%A9_%D9%88%D8%A7%D9%84%D8%B2%D8%B1%D8%A7%D8%B9%D8%A9,International_Treaty_on_Plant_Genetic_Resources_for_Food_and_Agriculture,11/10/2018,Arabic
Biodiversity Conservation,ar,arq,1041,3,8,35,391,0,172,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF_%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A_%D9%84%D8%AD%D9%81%D8%B8_%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%B9%D8%A9,International_Union_for_Conservation_of_Nature,13/2/2013,Arabic
Biodiversity Conservation,ar,arq,193,4,6,4,7,0,42,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B3%D9%86%D8%A9_%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9_%D9%84%D9%84%D8%AA%D9%86%D9%88%D8%B9_%D8%A7%D9%84%D8%A8%D9%8A%D9%88%D9%84%D9%88%D8%AC%D9%8A,International_Year_of_Biodiversity,3/3/2024,Arabic
Biodiversity Conservation,ar,arq,1176,31,7,12,198,0,461,https://ar.wikipedia.org/wiki/%D9%86%D9%88%D8%B9_%D9%85%D8%AC%D8%AA%D8%A7%D8%AD,Invasive_species,9/12/2010,Arabic
Biodiversity Conservation,ar,arq,1075,6,4,6,7,1,12,https://ar.wikipedia.org/wiki/%D8%AA%D8%B1%D9%85%D9%8A%D9%85_%D8%A8%D9%8A%D8%A6%D9%8A_%D9%84%D9%84%D8%AC%D8%B2%D8%B1,Island_restoration,19/11/2019,Arabic
Climate Change,ar,arq,185,3,2,8,10,0,14,https://ar.wikipedia.org/wiki/%D9%87%D9%88%D9%8A%D8%A9_%D9%83%D8%A7%D9%8A%D8%A7,Kaya_identity,30/5/2020,Arabic
